id,hash,title,company,city,experience,skills_raw,description,url,date_posted,source,scraped_at
20,81c3d1c4bbed5033,Développeur iOS Swift,Maviance,Yaoundé,2 ans,iOS - Swift - REST API - Git - Firebase,"iOS Swift developer, REST APIs, Firebase, Git. Application mobile fintech.",https://demo.example.com/81c3d1c4bbed5033,2026-04-01,talent_cm,2026-05-14T09:00:59.429253
21,6ccd4d16b4d382f3,Développeur Backend - Douala / Yaoundé,Africawork,Douala & Yaoundé,"Bac+3, Bac+4 & Bac+5 et plus",API - BACK END - DOCKER - GIT - HTTP - JAVA - JSON - MONGODB - NODE JS - NOSQL - POSTGRESQL - REDIS - REST - SQL,"Nous recherchons un Développeur Backend pour notre client, une société Fintech. MISSION PRINCIPALE Concevoir, développer et tester les fonctionnalités de la plateforme de paiement au sein de sa squad. Contribuer à la qualité et à la performance du code. RESPONSABILITÉS CLÉS Développer les fonctionnalités selon les spécifications techniques du Tech Lead. Écrire les tests unitaires et d’intégration pour chaque livraison. Participer aux code reviews et appliquer les retours. Contribuer à la documentation technique. Participer aux cérémonies agiles (daily, planning, review, retro). Investiguer et corriger les bugs remontés par le QA ou la production. Participer aux astreintes...",https://www.emploi.cm/offre-emploi-cameroun/developpeur-backend-douala-yaounde-1165303,2026-05-22,emploi_cm,2026-05-22T10:50:20.044266
22,c98f5b46a90ba531,Agent Support IT - Douala / Yaoundé,Africawork,Douala & Yaoundé,Bac+2 & Bac+3,Suivi des Clients - Support Technique - Vente,"Nous recherchons un Agent Support IT pour notre client, une Fintech. Activités clés et Mission : Répondre aux requêtes des clients par e-mail ou par chat en respectant les SLA définis. Assurer le suivi des clients pour s'assurer que les difficultés techniques signalées ont été résolues. Tenir un registre détaillé des requêtes relatives aux clients, y compris les commentaires utiles. Analyser les commentaires des clients et conseiller la direction sur les points à améliorer. Saisir le support des partenaires et assurer le suivi dans la résolution des requêtes des clients. Elaborer les dossiers de reporting dans le but de l’amélioration continue. Suivre les incidents. Effectuer des reportings...",https://www.emploi.cm/offre-emploi-cameroun/agent-support-it-douala-yaounde-1165314,2026-05-22,emploi_cm,2026-05-22T10:50:20.044266
23,aef14e0bb6e2b0fc,Country IT Manager / Responsable IT Pays - Douala - Yaoundé,Africawork,Douala & Yaoundé,Bac+5 et plus,API,"Nous recherchons un Country IT Manager / Responsable IT Pays pour notre client, une Fintech . MISSION PRINCIPALE Diriger l’équipe IT locale et garantir le bon fonctionnement de la plateforme dans son pays. Faire le lien entre le siège et les opérations terrain. RESPONSABILITÉS CLÉS Superviser l’équipe locale (Integration Engineers + Ops & Support). Assurer la coordination quotidienne avec les squads siège. Gérer les relations avec les partenaires locaux (telecom, banques, régulateurs). Garantir les SLA de service dans son pays. Remonter les besoins terrain et les spécificités réglementaires locales. Piloter les déploiements et les UAT dans son pays. Produire les...",https://www.emploi.cm/offre-emploi-cameroun/country-it-manager-responsable-it-pays-douala-yaounde-1165308,2026-05-22,emploi_cm,2026-05-22T10:50:20.044266
24,4ab6cc82632271c8,Stagiaire Testeur(euse) Logiciel Informatique - Douala,Kozao,Douala,Bac+2 & Bac+3,AGILE - JAVA - JIRA - REDMINE - SCRUM - SQUASH,"Nous recherchons un Stagiaire Testeur/ Testeuse logiciel informatique pour rejoindre notre équipe. Ce poste implique la participation à la vérification et à l'assurance qualité des logiciels, en effectuant des tests pour garantir leur bon fonctionnement. Le stagiaire travaillera dans un environnement dynamique, en collaboration avec l'équipe de développement. Missions : Vérification des corrections apportées par les développeurs ; Réalisation des tests fonctionnels, de régression, d’intégration et de validation ; Participation aux tests de performance ; Utilisation des outils de gestion de projets et de suivi des anomalies (Jira, Redmine,, etc.) ; Rédaction des rapports de test et documentation des...",https://www.emploi.cm/offre-emploi-cameroun/stagiaire-testeureuse-logiciel-informatique-douala-1180128,2026-05-13,emploi_cm,2026-05-22T10:50:20.044266
25,f34dd4ef4bb35d7f,Traducteur Informaticien - Yaoundé,Kesai Eagrow Cameroun Sa,Yaoundé,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Assistanat - Secrétariat,"Nous recherchons un Traducteur Informaticien / traducteur informatique pour rejoindre notre équipe. Ce poste implique la traduction de documents techniques et de contenus liés à l'informatique, en assurant une communication claire et précise dans un environnement professionnel dynamique. Missions : Traduire des documents techniques, manuels et contenus informatiques en respectant le contexte et la terminologie spécifique. Collaborer avec les équipes techniques pour assurer la cohérence des traductions et la compréhension des termes spécialisés. Réviser et corriger les traductions pour garantir leur qualité et leur conformité aux standards linguistiques. Participer à l'élaboration des documents d'...",https://www.emploi.cm/offre-emploi-cameroun/traducteur-informaticien-yaounde-1170468,2026-04-22,emploi_cm,2026-05-22T10:50:20.044266
26,1c491d710e440ccf,Développeur - Yaoundé,Athari Financial,Yaoundé,"Bac+3, Bac+4 & Bac+5 et plus",FULL STACK - LARAVEL - REACT,"Nous recherchons un Développeur Informatique pour rejoindre notre équipe. Ce poste implique la conception, le développement et la maintenance de solutions informatiques adaptées aux besoins de notre organisation, tout en favorisant l'insertion professionnelle des jeunes étudiants dans le secteur de la technologie. Missions : Concevoir et développer des applications logicielles en fonction des spécifications techniques. Participer à l'amélioration continue des systèmes informatiques existants. Collaborer avec les équipes techniques pour assurer la qualité et la performance des solutions développées. Assurer la maintenance et le support technique des applications déployées. Contribuer à la formation et à l'...",https://www.emploi.cm/offre-emploi-cameroun/developpeur-yaounde-1174603,2026-05-04,emploi_cm,2026-05-22T10:50:20.044266
27,e8b870aebdd84d36,Stagiaire en Administration Système et Réseau - Yaoundé,Sinares Sarl,Yaoundé,Bac+2 & Bac+3,DHCP - DNS - LINUX - TCP IP - VLAN - VPN,Nous recrutons un Stagiaire en Administration Système et Réseau .,https://www.emploi.cm/offre-emploi-cameroun/stagiaire-administration-systeme-reseau-yaounde-1092045,2026-04-23,emploi_cm,2026-05-22T10:50:20.044266
28,c5dc7cd8ef78604b,Chef de Mission / Architecte Solution LMS - Yaoundé,Chambiss,Yaoundé,Bac+5 et plus,AGILE - API - CSS - HTML - JAVASCRIPT - MOODLE - MYSQL - POSTGRESQL - PYTHON - SCRUM,"Nous sommes à la recherche d'un Chef de mission / Architecte solution LMS. Le Chef de mission / Architecte solution LMS est responsable de la conception, de l'implémentation et de l'optimisation d'une plateforme de gestion de l'apprentissage (LMS). Il joue un rôle stratégique dans l'alignement des solutions techniques aux besoins pédagogiques et fonctionnels, en garantissant la cohérence, l’évolutivité, et la sécurité du système. Missions principales Conception de la solution LMS : Élaborer l’architecture technique et fonctionnelle de la plateforme LMS en fonction des besoins des utilisateurs et des objectifs pédagogiques. Sélectionner les technologies et outils les plus...",https://www.emploi.cm/offre-emploi-cameroun/chef-mission-architecte-solution-lms-yaounde-1168298,2026-04-17,emploi_cm,2026-05-22T10:50:20.044266
29,1115f5db64e9b440,DBA IMS/DB2 Z/OS(H/F),Africashore,Bafoussam - Bamenda - Bertoua - Buéa - Douala - Ebolowa - Garoua,Bac+3,ASSEMBLEUR - COBOL - DB2 - FORTRAN - ISPF - JCL - SAS - SDSF - TCP IP - TSO - TWS - VSAM,"Nous recherchons des profils / CV de DBA IMS/DB2 Z/OS (H/F) pour les transmettre à nos clients dans le cadre de leurs futures campagnes de recrutement. Mission : Assistance au développement technique Z/OS. Maintenance des projets, support aux analystes Z. Mise en œuvre opérationnelle des projets de développement. Assurer le maintien en conditions opérationnelles. Réaliser la maintenance (mise à jour de versions, patchs management). Construction de nouveaux socles techniques. Traitement et incidents de niveau 3. Suivi et analyse des performances.",https://www.emploi.cm/offre-emploi-cameroun/dba-imsdb2-zoshf-933515,2026-04-13,emploi_cm,2026-05-22T10:50:20.044266
30,ef5b4cf41deccfea,Ingénieur Système Z/OS Middleware (H/F),Africashore,Bafoussam - Bamenda - Bertoua - Buéa - Douala - Ebolowa - Garoua,Bac+3,ASSEMBLEUR - COBOL - JAVA - LDAP - NETVIEW - TCP IP - TWS - VTAM,"Nous recherchons des profils / CV de Ingénieur Système Z/OS Middleware (H/F ) pour les transmettre à nos clients dans le cadre de leurs futures campagnes de recrutement. Mission : Ingénieur système Z/OS expérimenté, être capable d'installer, de paramétrer, d'activer et d'exécuter tant l'investigation et la résolution des problèmes des produits habituellement utilisés dans un environnement z/OS. Equipe en charge de la gestion d'un environnement mainframe (HW / SW) incluant la sécurité associée (RACF), le stockage (DASD, Tape, B&R, DRP), la conformité, la métrologie, la performance, l'automatisation, les aspects réseaux.",https://www.emploi.cm/offre-emploi-cameroun/ingenieur-systeme-zos-middleware-hf-933517,2026-04-13,emploi_cm,2026-05-22T10:50:20.044266
31,7b6610e69a2942ae,Lead Développeur Java JEE (H/F),Africashore,Bafoussam - Bamenda - Bertoua - Buéa - Douala - Ebolowa - Garoua,Bac+3,AGILE - CSS - ECLIPSE - HIBERNATE - HTML - JAVA - JAVA JEE - JAVASCRIPT - JENKINS - JUNIT - MAVEN - SPRING - UML,"Nous recherchons un Lead Développeur Java JEE (H/F) pour notre client, une société multinationale dans le domaine des services informatiques. Poste & Mission : Intégré-e dans la Direction R&D au sein du service d’Architecture Technique des équipes de Développement, en charge de domaines techniques précis, votre périmètre comprend. Conception et développements techniques sur des technologies java/JEE ; Evolution et maintenance du Framework du progiciel ; Instruction et débogage des problèmes techniques avancés ; Participation au chiffrage et à la conception...",https://www.emploi.cm/offre-emploi-cameroun/lead-developpeur-java-jee-hf-949426,2026-04-13,emploi_cm,2026-05-22T10:50:20.044266
32,e8a3db91ba25faf5,Stagiaire de Perfectionnement - Yaoundé,Athari Financial Coop-Ca,Yaoundé,"Qualification avant bac, Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Assistanat - Recouvrement - Secrétariat - Vente,"Nous sommes à la recherche d'une Stagiaire de Perfectionnement. Vous êtes jeunes diplômés et chercheur d'emploi, vous souhaitez vous faire former et développer des compétences pratiques dans les domaines telles que : la comptabilité l'informatique analyse et recouvrement de crédit alors rejoignez notre programme de stage de perfectionnement.",https://www.emploi.cm/offre-emploi-cameroun/stagiaire-perfectionnement-yaounde-1151669,2026-04-01,emploi_cm,2026-05-22T10:50:20.044266
33,4335a4ba3d4674e0,Développeur Fullstack - Douala,Men Builder Sarl,Douala & Yaoundé,"Bac+3, Bac+4 & Bac+5 et plus",,"Nous recherchons un Développeur fullstack pour rejoindre notre équipe. Ce poste implique le développement et la maintenance d'applications web en utilisant diverses technologies et langages de programmation, tout en collaborant avec une équipe dynamique dans un environnement innovant. Missions : Concevoir, développer et optimiser des applications web en utilisant plusieurs langages de programmation. Participer à la conception technique et à l'architecture des projets numériques. Assurer la maintenance et l'amélioration continue des solutions existantes. Collaborer avec les équipes de design et de gestion de projet pour garantir la qualité et la performance des applications. Rester à jour avec les nouvelles...",https://www.emploi.cm/offre-emploi-cameroun/developpeur-fullstack-douala-1183955,2026-05-21,emploi_cm,2026-05-22T10:50:20.044266
34,810a320bb7d09a41,Ingénieur Réseau Système et Sécurité - Yaoundé,Afreetech,Yaoundé,Bac+5 et plus,DHCP - DNS - LINUX - NAGIOS - SNMP - TCP IP - UNIX - VPN - WAN,"AFREETECH CAMEROON, Entreprise de Service Numériques (ENS) en plein essor avec plus de 15 ans d'expériences est à la recherche d'un Ingénieur Réseau Système et Sécurité (H/F) compétent et qualifié pour rejoindre ses équipes de travail. Missions : Conception, installation et maintenance des réseaux informatiques (LAN, WAN, Wi-Fi) ; Configuration et administration des systèmes d'exploitation (Windows, Linux, Unix) ; Mise en place et gestion des systèmes de sécurité (pare-feu, antivirus, VPN) ; Surveillance et analyse des performances des réseaux et des systèmes ; Dépannage et résolution des problèmes techniques, etc.",https://www.emploi.cm/offre-emploi-cameroun/ingenieur-reseau-systeme-securite-yaounde-1029574,2026-05-20,emploi_cm,2026-05-22T10:50:20.044266
35,c930423a74e88d8c,Technico-Commercial (H/F) - Yaoundé,Batchsphere-X,Yaoundé,"Bac+3, Bac+4 & Bac+5 et plus",Communication - Développement Commercial - Fidélisation des Clients - Marketing - Négociation - Prospection - Suivi Commercial - Techniques de Vente - Vente,"À propos de nous Nyamga Solutions est une entreprise spécialisée en gouvernance de l’IA, conseil stratégique et accompagnement digital des PME. Nous travaillons en collaboration avec des partenaires allemands et accompagnons les entreprises dans leurs projets de transformation numérique et d’implémentation de solutions innovantes. Dans le cadre de notre développement, nous recherchons deux Technico-Commerciaux dynamiques et ambitieux pour renforcer notre équipe. Missions principales Prospecter et développer un portefeuille clients B2B Identifier les besoins des entreprises en solutions digitales et IA Présenter et vendre les services de Nyamga Solutions Assurer le suivi commercial et la fidélisation des...",https://www.emploi.cm/offre-emploi-cameroun/technico-commercial-hf-yaounde-1183324,2026-05-20,emploi_cm,2026-05-22T10:50:20.044266
36,82e649f560cc9284,"Responsable Relation Membres, SAV et Recouvrement - Douala",Gs1 Cameroun,Douala,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Comptabilité - Finance - Gestion - Recouvrement - Vente,"Nous sommes à la recherche d'un Responsable Relation Membres, SAV et Recouvrement. Rattaché(e) à la Direction, le/la Responsable Relation Membres, SAV et Recouvrement est le garant de la satisfaction des adhérents de GS1 Cameroun et de la conformité de leurs dossiers. Ses missions principales incluent : Accompagner les entreprises membres après l'attribution de leurs codes-barres (génération des visuels, explication des standards GS1). Piloter et suivre la campagne annuelle de recouvrement et de renouvellement des cotisations des membres. Assurer le support technique de premier niveau sur l'utilisation des plateformes digitales de GS1 Traiter les réclamations et veiller à la mise à jour rigoureuse de la...",https://www.emploi.cm/offre-emploi-cameroun/responsable-relation-membres-sav-recouvrement-douala-1182076,2026-05-18,emploi_cm,2026-05-22T10:50:20.044266
37,c3d35f94e6a811dc,Informaticien Free-lance - Yaoundé,Pharmacie Well,Yaoundé,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",,Nous sommes à la recherche d'un Informaticien Free-lance. Les prestations couvrent les domaines suivants : Installations et déploiements informatiques (matériel et logiciels) Formation aux gestes simples des équipes Maintenance préventive et corrective Conseil et veille technologique,https://www.emploi.cm/offre-emploi-cameroun/informaticien-free-lance-yaounde-1175624,2026-05-05,emploi_cm,2026-05-22T10:50:20.044266
38,0725c6533a9ddc1d,Comptable - Douala Yaoundé Bafoussam Maroua Garoua,Cb Chrome,Bafoussam - Douala - Garoua - Maroua & Yaoundé,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Comptabilité - États Financiers - Gestion - Gestion Financière - Management,"Nous recherchons un Comptable pour rejoindre notre équipe. Ce poste implique la gestion des opérations comptables, la préparation des états financiers, et la conformité aux réglementations en vigueur. Il nécessite de travailler dans un environnement professionnel dynamique et exige une grande rigueur. Missions : Assurer la tenue et la mise à jour des comptes financiers. Préparer et analyser les états financiers mensuels et annuels. Veiller au respect des normes comptables et réglementaires. Participer à la gestion des audits internes et externes. Collaborer avec les autres départements pour assurer la cohérence financière.",https://www.emploi.cm/offre-emploi-cameroun/comptable-douala-yaounde-bafoussam-maroua-garoua-1184091,2026-05-21,emploi_cm,2026-05-22T10:50:20.044266
39,b435a936bfb62abd,Stagiaire Développeur(euse) Web JAVA EE - Douala,Kozao,Douala,Bac+2 & Bac+3,JAVA,Nous recherchons un Stagiaire Développeur/ Développeuse web JAVA EE pour rejoindre notre équipe. Ce poste implique la participation à des projets de développement web en utilisant la technologie JAVA EE et nécessite de travailler dans un environnement dynamique et innovant. Missions : Participer au développement et à la maintenance d'applications web en Java EE. Contribuer à la conception technique et à l'implémentation de nouvelles fonctionnalités. Collaborer avec l'équipe pour assurer la qualité et la performance des solutions développées. Participer aux réunions de suivi de projet et à la documentation technique. Recyclage en Java Apprentissage des technologies JavaEE Apprentissage de la gestion...,https://www.emploi.cm/offre-emploi-cameroun/stagiaire-developpeureuse-web-java-ee-douala-1180134,2026-05-13,emploi_cm,2026-05-22T10:50:20.044266
40,693ec83195920174,Stagiaire en Vente de Logiciels / Applications et Achat - Yaoundé,Synopsis Holding Sarl,Yaoundé,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Achats - Prospection - SYNOPSIS - Vente,"La société SYNOPSIS HOLDING recherche pour les besoins de ses services des Stagiaires en Vente et Achats et pour une durée de six mois renouvelables. Missions : Effectuer la prospection sur le terrain, la vente, la formation, le suivi et la fidélisation du portefeuille des clients Effectuer les achats pour le compte des entreprises de son portefeuille",https://www.emploi.cm/offre-emploi-cameroun/stagiaire-vente-logiciels-applications-achat-yaounde-1119380,2026-05-12,emploi_cm,2026-05-22T10:50:20.044266
41,5249e98397ef5599,Assistante de Direction - Yaoundé,Kairon Solutions,Yaoundé,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Assistanat - Comptabilité - Devis - Dossiers - Dossiers Administratifs - Finance - Gestion - Gestion Administrative - INDESIGN - Marchés Publics - POWERPOINT - Rédaction - Secrétariat - WORD,"Description du poste Nous recherchons une Secrétaire ou Assistante de Direction dynamique et rigoureuse . Vous serez le bras droit opérationnel de la direction pour la préparation et le suivi complet de nos dossiers de marchés (publics et privés). Votre rôle sera crucial pour la constitution de dossiers techniques, administratifs et financiers conformes et de haute qualité. Missions principales Préparation des dossiers de marchés : Compiler et organiser les dossiers administratifs (attestations, agréments, CV, références), financiers (mémoires techniques, offres financières, devis). Suivi et soumission : Veiller au respect scrupuleux des cahiers des charges et des délais de soumission (réponse aux appels d'...",https://www.emploi.cm/offre-emploi-cameroun/assistante-direction-yaounde-1177387,2026-05-12,emploi_cm,2026-05-22T10:50:20.044266
42,6faf0ab77ed00791,Stagiaire en Génie Logiciel - Yaoundé,Sinares Sarl,Yaoundé,Bac+2 & Bac+3,ANGULAR JS - CSS3 - DJANGO - GIT - JAVASCRIPT - POSTGRESQL - REACT - REST - SPRING - UML,"Nous recherchons un Stagiaire en Génie Logiciel pour rejoindre notre équipe. Ce poste implique la participation à des projets de développement logiciel, la contribution à la conception et à l'implémentation de solutions technologiques innovantes, et nécessite de travailler dans un environnement dynamique et collaboratif. Missions : Participer à la conception, au développement et à la maintenance d'applications web et mobiles en utilisant des technologies modernes telles que HTML5, CSS3, JavaScript, AngularJS, ReactJS, Next.js, et Spring Boot. Collaborer avec l'équipe pour analyser les besoins des clients et proposer des solutions techniques adaptées. Contribuer à l'intégration et à la configuration...",https://www.emploi.cm/offre-emploi-cameroun/stagiaire-genie-logiciel-yaounde-1179251,2026-05-12,emploi_cm,2026-05-22T10:50:20.044266
43,0743ccc3c958d4db,Chargé(e) du SAV et Recouvrement - Douala,Gs1 Cameroun,Douala,"Bac, Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Communication - Marketing - Recouvrement - Télémarketing - Vente,"Nous recherchons un Chargé(e) du SAV et Recouvrement pour renforcer notre équipe. Ce poste consiste à assurer la gestion du service après-vente et le recouvrement des paiements, tout en maintenant une relation client de qualité dans un environnement dynamique. Missions : Gérer les demandes et réclamations des clients concernant les produits ou services après-vente. Assurer le suivi et le recouvrement des paiements en retard ou impayés. Collaborer avec les équipes internes pour résoudre les problèmes clients rapidement et efficacement. Maintenir une communication régulière avec les clients pour renforcer leur satisfaction et leur fidélité. Rédiger des rapports sur les activités de recouvrement et proposer des...",https://www.emploi.cm/offre-emploi-cameroun/chargee-sav-recouvrement-douala-1182638,2026-05-19,emploi_cm,2026-05-22T10:50:20.044266
44,59809851fbbbd37f,"Téléconseillère - Yaoundé,Tradex Éleveur",Ada|Corp,Yaoundé,"Bac+3, Bac+4 & Bac+5 et plus",Communication - Communication Digitale - Gestion Commerciale - Gestion des Ventes - Marketing - Négociation - Négociation Commerciale - Prospection - Prospection Téléphonique - Télémarketing - Vente,"Nous recherchons un Téléconseiller pour rejoindre notre équipe. Ce poste implique la gestion d'appels téléphoniques pour développer notre clientèle et renforcer notre présence sur le marché. Il nécessite de travailler dans un environnement professionnel dynamique et orienté vers la satisfaction client. Missions : Effectuer des campagnes de prospection téléphonique afin d'élargir notre portefeuille clients. Adopter un discours courtois, professionnel et empathique lors de chaque interaction téléphonique. Faire preuve d'éloquence et de clarté pour transmettre efficacement les messages et convaincre les prospects. Exploiter et analyser les données collectées lors des appels pour optimiser les stratégies de...",https://www.emploi.cm/offre-emploi-cameroun/teleconseillere-yaoundetradex-eleveur-1182266,2026-05-18,emploi_cm,2026-05-22T10:50:20.044266
45,f951d92db0a61077,Assistante Comptable - Douala,Ingenio Tech,Douala,Bac+4 & Bac+5 et plus,Comptabilité - Finance - Gestion - Rapports Financiers,"Nous recherchons une Assistante Comptable pour rejoindre notre équipe. Ce poste implique la gestion des tâches comptables quotidiennes, la tenue des registres financiers et la préparation des rapports financiers, dans un environnement dynamique et professionnel. Missions : Assister dans la gestion des opérations comptables courantes. Tenir à jour les registres financiers et assurer leur conformité. Préparer les déclarations fiscales et sociales. Participer à la clôture mensuelle et annuelle des comptes. Collaborer avec les autres départements pour assurer la cohérence des données financières. Préparer les paiements (fournisseurs, salaires, charges) Calculer les salaires mensuels Établir les bulletins de paie",https://www.emploi.cm/offre-emploi-cameroun/assistante-comptable-douala-1181589,2026-05-18,emploi_cm,2026-05-22T10:50:20.044266
